Date Time,Order Number,Activity,Server
2024-05-28 14:27:00,711,Drink Prepared,Barista A
2024-05-28 14:27:00,751,Seated,Barista D
2024-05-28 14:27:00,749,Bill Delivered,Barista C
2024-05-28 14:28:00,829,Seated,Barista E
2024-05-28 14:28:00,826,Drink Served,Barista B
2024-05-28 14:29:00,711,Drink Served,Barista A
2024-05-28 14:29:00,751,Order Taken,Barista D
2024-05-28 14:30:00,749,Bill Paid,Barista C
2024-05-28 14:31:00,826,Snack Prepared,Barista B
2024-05-28 14:32:00,808,Drink Prepared,Barista F
2024-05-28 14:33:00,829,Order Taken,Barista E
2024-05-28 14:33:00,757,Seated,Barista C
2024-05-28 14:34:00,711,Snack Prepared,Barista A
2024-05-28 14:34:00,751,Drink Prepared,Barista D
2024-05-28 14:34:00,826,Snack Served,Barista B
2024-05-28 14:35:00,808,Drink Served,Barista F
2024-05-28 14:35:00,711,Snack Served,Barista A
2024-05-28 14:36:00,757,Order Taken,Barista C
2024-05-28 14:36:00,751,Drink Served,Barista D
2024-05-28 14:36:00,826,Bill Delivered,Barista B
2024-05-28 14:36:00,711,Bill Delivered,Barista A
2024-05-28 14:37:00,829,Drink Prepared,Barista E
2024-05-28 14:37:00,808,Snack Prepared,Barista F
2024-05-28 14:37:00,711,Bill Paid,Barista A
2024-05-28 14:38:00,826,Bill Paid,Barista B
2024-05-28 14:39:00,829,Drink Served,Barista E
2024-05-28 14:39:00,808,Snack Served,Barista F
2024-05-28 14:39:00,718,Seated,Barista A
2024-05-28 14:40:00,757,Drink Prepared,Barista C
2024-05-28 14:40:00,751,Snack Prepared,Barista D
2024-05-28 14:40:00,838,Seated,Barista B
2024-05-28 14:40:00,808,Bill Delivered,Barista F
2024-05-28 14:41:00,751,Snack Served,Barista D
2024-05-28 14:41:00,808,Bill Paid,Barista F
2024-05-28 14:42:00,718,Order Taken,Barista A
2024-05-28 14:42:00,757,Drink Served,Barista C
2024-05-28 14:42:00,838,Order Taken,Barista B
2024-05-28 14:42:00,751,Bill Delivered,Barista D
2024-05-28 14:43:00,829,Snack Prepared,Barista E
2024-05-28 14:43:00,810,Seated,Barista F
2024-05-28 14:44:00,751,Bill Paid,Barista D
2024-05-28 14:46:00,718,Drink Prepared,Barista A
2024-05-28 14:46:00,829,Snack Served,Barista E
2024-05-28 14:46:00,810,Order Taken,Barista F
2024-05-28 14:47:00,757,Snack Prepared,Barista C
2024-05-28 14:47:00,838,Drink Prepared,Barista B
2024-05-28 14:47:00,758,Seated,Barista D
2024-05-28 14:47:00,829,Bill Delivered,Barista E
2024-05-28 14:48:00,718,Drink Served,Barista A
2024-05-28 14:49:00,810,Drink Prepared,Barista F
2024-05-28 14:49:00,757,Snack Served,Barista C
2024-05-28 14:49:00,838,Drink Served,Barista B
2024-05-28 14:49:00,829,Bill Paid,Barista E
2024-05-28 14:50:00,757,Bill Delivered,Barista C
2024-05-28 14:51:00,758,Order Taken,Barista D
2024-05-28 14:51:00,838,Snack Prepared,Barista B
2024-05-28 14:51:00,834,Seated,Barista E
2024-05-28 14:51:00,757,Bill Paid,Barista C
2024-05-28 14:52:00,718,Snack Prepared,Barista A
2024-05-28 14:52:00,810,Drink Served,Barista F
2024-05-28 14:53:00,838,Snack Served,Barista B
2024-05-28 14:53:00,762,Seated,Barista C
2024-05-28 14:53:00,718,Snack Served,Barista A
2024-05-28 14:54:00,834,Order Taken,Barista E
2024-05-28 14:54:00,838,Bill Delivered,Barista B
2024-05-28 14:55:00,810,Snack Prepared,Barista F
2024-05-28 14:55:00,718,Bill Delivered,Barista A
2024-05-28 14:55:00,838,Bill Paid,Barista B
2024-05-28 14:57:00,762,Order Taken,Barista C
2024-05-28 14:57:00,840,Seated,Barista B
2024-05-28 14:58:00,758,Drink Prepared,Barista D
2024-05-28 14:58:00,810,Snack Served,Barista F
2024-05-28 14:58:00,718,Bill Paid,Barista A
2024-05-28 14:59:00,840,Order Taken,Barista B
2024-05-28 14:59:00,758,Drink Served,Barista D
2024-05-28 15:00:00,834,Drink Prepared,Barista E
2024-05-28 15:00:00,810,Bill Delivered,Barista F
2024-05-28 15:00:00,719,Seated,Barista A
2024-05-28 15:01:00,762,Drink Prepared,Barista C
2024-05-28 15:02:00,719,Order Taken,Barista A
2024-05-28 15:03:00,758,Snack Prepared,Barista D
2024-05-28 15:03:00,834,Drink Served,Barista E
2024-05-28 15:03:00,810,Bill Paid,Barista F
2024-05-28 15:04:00,762,Drink Served,Barista C
2024-05-28 15:05:00,758,Snack Served,Barista D
2024-05-28 15:05:00,812,Seated,Barista F
2024-05-28 15:06:00,840,Drink Prepared,Barista B
2024-05-28 15:07:00,834,Snack Prepared,Barista E
2024-05-28 15:07:00,762,Snack Prepared,Barista C
2024-05-28 15:07:00,758,Bill Delivered,Barista D
2024-05-28 15:07:00,840,Drink Served,Barista B
2024-05-28 15:08:00,719,Drink Prepared,Barista A
2024-05-28 15:08:00,834,Snack Served,Barista E
2024-05-28 15:09:00,812,Order Taken,Barista F
2024-05-28 15:09:00,840,Snack Prepared,Barista B
2024-05-28 15:09:00,834,Bill Delivered,Barista E
2024-05-28 15:10:00,762,Snack Served,Barista C
2024-05-28 15:10:00,758,Bill Paid,Barista D
2024-05-28 15:11:00,719,Drink Served,Barista A
2024-05-28 15:11:00,762,Bill Delivered,Barista C
2024-05-28 15:12:00,840,Snack Served,Barista B
2024-05-28 15:12:00,834,Bill Paid,Barista E
2024-05-28 15:12:00,763,Seated,Barista D
2024-05-28 15:13:00,719,Snack Prepared,Barista A
2024-05-28 15:13:00,762,Bill Paid,Barista C
2024-05-28 15:13:00,840,Bill Delivered,Barista B
2024-05-28 15:14:00,837,Seated,Barista E
2024-05-28 15:14:00,769,Seated,Barista C
2024-05-28 15:15:00,763,Order Taken,Barista D
2024-05-28 15:15:00,840,Bill Paid,Barista B
2024-05-28 15:16:00,812,Drink Prepared,Barista F
2024-05-28 15:16:00,719,Snack Served,Barista A
2024-05-28 15:16:00,837,Order Taken,Barista E
2024-05-28 15:16:00,769,Order Taken,Barista C
2024-05-28 15:17:00,842,Seated,Barista B
2024-05-28 15:17:00,719,Bill Delivered,Barista A
2024-05-28 15:18:00,812,Drink Served,Barista F
2024-05-28 15:19:00,719,Bill Paid,Barista A
2024-05-28 15:20:00,842,Order Taken,Barista B
2024-05-28 15:21:00,763,Drink Prepared,Barista D
2024-05-28 15:21:00,837,Drink Prepared,Barista E
2024-05-28 15:21:00,812,Snack Prepared,Barista F
2024-05-28 15:22:00,769,Drink Prepared,Barista C
2024-05-28 15:22:00,724,Seated,Barista A
2024-05-28 15:22:00,763,Drink Served,Barista D
2024-05-28 15:23:00,837,Drink Served,Barista E
2024-05-28 15:24:00,812,Snack Served,Barista F
2024-05-28 15:24:00,769,Drink Served,Barista C
2024-05-28 15:24:00,763,Snack Prepared,Barista D
2024-05-28 15:25:00,842,Drink Prepared,Barista B
2024-05-28 15:25:00,812,Bill Delivered,Barista F
2024-05-28 15:26:00,763,Snack Served,Barista D
2024-05-28 15:26:00,842,Drink Served,Barista B
2024-05-28 15:26:00,812,Bill Paid,Barista F
2024-05-28 15:27:00,724,Order Taken,Barista A
2024-05-28 15:27:00,837,Snack Prepared,Barista E
2024-05-28 15:28:00,769,Snack Prepared,Barista C
2024-05-28 15:28:00,763,Bill Delivered,Barista D
2024-05-28 15:28:00,816,Seated,Barista F
2024-05-28 15:28:00,837,Snack Served,Barista E
2024-05-28 15:29:00,842,Snack Prepared,Barista B
2024-05-28 15:29:00,769,Snack Served,Barista C
2024-05-28 15:29:00,837,Bill Delivered,Barista E
2024-05-28 15:30:00,763,Bill Paid,Barista D
2024-05-28 15:30:00,842,Snack Served,Barista B
2024-05-28 15:31:00,816,Order Taken,Barista F
2024-05-28 15:31:00,769,Bill Delivered,Barista C
2024-05-28 15:32:00,837,Bill Paid,Barista E
2024-05-28 15:32:00,842,Bill Delivered,Barista B
2024-05-28 15:33:00,766,Seated,Barista D
2024-05-28 15:33:00,769,Bill Paid,Barista C
2024-05-28 15:33:00,842,Bill Paid,Barista B
2024-05-28 15:33:00,839,Seated,Barista E
2024-05-28 15:34:00,724,Drink Prepared,Barista A
2024-05-28 15:35:00,816,Drink Prepared,Barista F
2024-05-28 15:35:00,774,Seated,Barista C
2024-05-28 15:36:00,766,Order Taken,Barista D
2024-05-28 15:36:00,858,Seated,Barista B
2024-05-28 15:36:00,724,Drink Served,Barista A
2024-05-28 15:37:00,816,Drink Served,Barista F
2024-05-28 15:38:00,839,Order Taken,Barista E
2024-05-28 15:38:00,724,Snack Prepared,Barista A
2024-05-28 15:39:00,858,Order Taken,Barista B
2024-05-28 15:40:00,774,Order Taken,Barista C
2024-05-28 15:41:00,816,Snack Prepared,Barista F
2024-05-28 15:41:00,724,Snack Served,Barista A
2024-05-28 15:42:00,766,Drink Prepared,Barista D
2024-05-28 15:42:00,839,Drink Prepared,Barista E
2024-05-28 15:43:00,774,Drink Prepared,Barista C
2024-05-28 15:43:00,816,Snack Served,Barista F
2024-05-28 15:43:00,724,Bill Delivered,Barista A
2024-05-28 15:44:00,858,Drink Prepared,Barista B
2024-05-28 15:44:00,774,Drink Served,Barista C
2024-05-28 15:45:00,766,Drink Served,Barista D
2024-05-28 15:45:00,839,Drink Served,Barista E
2024-05-28 15:45:00,816,Bill Delivered,Barista F
2024-05-28 15:46:00,724,Bill Paid,Barista A
2024-05-28 15:46:00,858,Drink Served,Barista B
2024-05-28 15:46:00,774,Snack Prepared,Barista C
2024-05-28 15:47:00,816,Bill Paid,Barista F
2024-05-28 15:47:00,774,Snack Served,Barista C
2024-05-28 15:48:00,725,Seated,Barista A
2024-05-28 15:48:00,774,Bill Delivered,Barista C
2024-05-28 15:49:00,766,Snack Prepared,Barista D
2024-05-28 15:49:00,839,Snack Prepared,Barista E
2024-05-28 15:49:00,817,Seated,Barista F
2024-05-28 15:50:00,858,Snack Prepared,Barista B
2024-05-28 15:50:00,725,Order Taken,Barista A
2024-05-28 15:50:00,839,Snack Served,Barista E
2024-05-28 15:51:00,774,Bill Paid,Barista C
2024-05-28 15:51:00,766,Snack Served,Barista D
2024-05-28 15:52:00,839,Bill Delivered,Barista E
2024-05-28 15:52:00,766,Bill Delivered,Barista D
2024-05-28 15:53:00,817,Order Taken,Barista F
2024-05-28 15:53:00,858,Snack Served,Barista B
2024-05-28 15:53:00,725,Drink Prepared,Barista A
2024-05-28 15:54:00,780,Seated,Barista C
2024-05-28 15:54:00,839,Bill Paid,Barista E
2024-05-28 15:54:00,725,Drink Served,Barista A
2024-05-28 15:55:00,766,Bill Paid,Barista D
2024-05-28 15:55:00,858,Bill Delivered,Barista B
2024-05-28 15:55:00,848,Seated,Barista E
2024-05-28 15:56:00,772,Seated,Barista D
2024-05-28 15:57:00,725,Snack Prepared,Barista A
2024-05-28 15:57:00,858,Bill Paid,Barista B
2024-05-28 15:58:00,780,Order Taken,Barista C
2024-05-28 15:59:00,817,Drink Prepared,Barista F
2024-05-28 15:59:00,848,Order Taken,Barista E
2024-05-28 15:59:00,725,Snack Served,Barista A
2024-05-28 16:00:00,861,Seated,Barista B
2024-05-28 16:00:00,725,Bill Delivered,Barista A
2024-05-28 16:01:00,772,Order Taken,Barista D
2024-05-28 16:01:00,725,Bill Paid,Barista A
2024-05-28 16:02:00,817,Drink Served,Barista F
2024-05-28 16:03:00,754,Seated,Barista A
2024-05-28 16:04:00,780,Drink Prepared,Barista C
2024-05-28 16:04:00,772,Drink Prepared,Barista D
2024-05-28 16:05:00,861,Order Taken,Barista B
2024-05-28 16:05:00,817,Snack Prepared,Barista F
2024-05-28 16:05:00,754,Order Taken,Barista A
2024-05-28 16:06:00,848,Drink Prepared,Barista E
2024-05-28 16:06:00,780,Drink Served,Barista C
2024-05-28 16:06:00,817,Snack Served,Barista F
2024-05-28 16:07:00,772,Drink Served,Barista D
2024-05-28 16:08:00,848,Drink Served,Barista E
2024-05-28 16:08:00,817,Bill Delivered,Barista F
2024-05-28 16:09:00,861,Drink Prepared,Barista B
2024-05-28 16:09:00,780,Snack Prepared,Barista C
2024-05-28 16:10:00,772,Snack Prepared,Barista D
2024-05-28 16:10:00,848,Snack Prepared,Barista E
2024-05-28 16:10:00,780,Snack Served,Barista C
2024-05-28 16:11:00,754,Drink Prepared,Barista A
2024-05-28 16:11:00,817,Bill Paid,Barista F
2024-05-28 16:11:00,861,Drink Served,Barista B
2024-05-28 16:12:00,780,Bill Delivered,Barista C
2024-05-28 16:12:00,824,Seated,Barista F
2024-05-28 16:13:00,772,Snack Served,Barista D
2024-05-28 16:13:00,848,Snack Served,Barista E
2024-05-28 16:14:00,754,Drink Served,Barista A
2024-05-28 16:14:00,824,Order Taken,Barista F
2024-05-28 16:14:00,772,Bill Delivered,Barista D
2024-05-28 16:14:00,848,Bill Delivered,Barista E
2024-05-28 16:15:00,780,Bill Paid,Barista C
2024-05-28 16:16:00,861,Snack Prepared,Barista B
2024-05-28 16:16:00,772,Bill Paid,Barista D
2024-05-28 16:16:00,848,Bill Paid,Barista E
2024-05-28 16:16:00,784,Seated,Barista C
2024-05-28 16:17:00,861,Snack Served,Barista B
2024-05-28 16:17:00,859,Seated,Barista E
2024-05-28 16:18:00,824,Drink Prepared,Barista F
2024-05-28 16:18:00,776,Seated,Barista D
2024-05-28 16:18:00,861,Bill Delivered,Barista B
2024-05-28 16:19:00,754,Snack Prepared,Barista A
2024-05-28 16:19:00,824,Drink Served,Barista F
2024-05-28 16:20:00,861,Bill Paid,Barista B
2024-05-28 16:21:00,784,Order Taken,Barista C
2024-05-28 16:21:00,859,Order Taken,Barista E
2024-05-28 16:21:00,754,Snack Served,Barista A
2024-05-28 16:23:00,776,Order Taken,Barista D
2024-05-28 16:23:00,865,Seated,Barista B
2024-05-28 16:23:00,754,Bill Delivered,Barista A
2024-05-28 16:24:00,824,Snack Prepared,Barista F
2024-05-28 16:24:00,784,Drink Prepared,Barista C
2024-05-28 16:25:00,754,Bill Paid,Barista A
2024-05-28 16:26:00,865,Order Taken,Barista B
2024-05-28 16:27:00,859,Drink Prepared,Barista E
2024-05-28 16:27:00,776,Drink Prepared,Barista D
2024-05-28 16:27:00,824,Snack Served,Barista F
2024-05-28 16:27:00,784,Drink Served,Barista C
2024-05-28 16:28:00,759,Seated,Barista A
2024-05-28 16:29:00,865,Drink Prepared,Barista B
2024-05-28 16:29:00,824,Bill Delivered,Barista F
2024-05-28 16:29:00,784,Snack Prepared,Barista C
2024-05-28 16:30:00,859,Drink Served,Barista E
2024-05-28 16:30:00,776,Drink Served,Barista D
2024-05-28 16:30:00,759,Order Taken,Barista A
2024-05-28 16:30:00,865,Drink Served,Barista B
2024-05-28 16:31:00,784,Snack Served,Barista C
2024-05-28 16:32:00,824,Bill Paid,Barista F
2024-05-28 16:32:00,784,Bill Delivered,Barista C
2024-05-28 16:33:00,859,Snack Prepared,Barista E
2024-05-28 16:33:00,776,Snack Prepared,Barista D
2024-05-28 16:33:00,830,Seated,Barista F
2024-05-28 16:34:00,865,Snack Prepared,Barista B
2024-05-28 16:35:00,759,Drink Prepared,Barista A
2024-05-28 16:35:00,784,Bill Paid,Barista C
2024-05-28 16:35:00,859,Snack Served,Barista E
2024-05-28 16:36:00,776,Snack Served,Barista D
2024-05-28 16:36:00,830,Order Taken,Barista F
2024-05-28 16:37:00,865,Snack Served,Barista B
2024-05-28 16:37:00,759,Drink Served,Barista A
2024-05-28 16:37:00,859,Bill Delivered,Barista E
2024-05-28 16:37:00,776,Bill Delivered,Barista D
2024-05-28 16:38:00,791,Seated,Barista C
2024-05-28 16:39:00,865,Bill Delivered,Barista B
2024-05-28 16:39:00,859,Bill Paid,Barista E
2024-05-28 16:39:00,776,Bill Paid,Barista D
2024-05-28 16:40:00,830,Drink Prepared,Barista F
2024-05-28 16:41:00,862,Seated,Barista E
2024-05-28 16:41:00,788,Seated,Barista D
2024-05-28 16:42:00,759,Snack Prepared,Barista A
2024-05-28 16:42:00,791,Order Taken,Barista C
2024-05-28 16:42:00,865,Bill Paid,Barista B
2024-05-28 16:42:00,830,Drink Served,Barista F
2024-05-28 16:43:00,867,Seated,Barista B
2024-05-28 16:44:00,862,Order Taken,Barista E
2024-05-28 16:44:00,759,Snack Served,Barista A
2024-05-28 16:45:00,791,Drink Prepared,Barista C
2024-05-28 16:45:00,759,Bill Delivered,Barista A
2024-05-28 16:46:00,788,Order Taken,Barista D
2024-05-28 16:47:00,830,Snack Prepared,Barista F
2024-05-28 16:48:00,867,Order Taken,Barista B
2024-05-28 16:48:00,862,Drink Prepared,Barista E
2024-05-28 16:48:00,791,Drink Served,Barista C
2024-05-28 16:48:00,759,Bill Paid,Barista A
2024-05-28 16:49:00,862,Drink Served,Barista E
2024-05-28 16:49:00,771,Seated,Barista A
2024-05-28 16:50:00,830,Snack Served,Barista F
2024-05-28 16:51:00,867,Drink Prepared,Barista B
2024-05-28 16:51:00,862,Snack Prepared,Barista E
2024-05-28 16:51:00,771,Order Taken,Barista A
2024-05-28 16:51:00,830,Bill Delivered,Barista F
2024-05-28 16:52:00,791,Snack Prepared,Barista C
2024-05-28 16:52:00,862,Snack Served,Barista E
2024-05-28 16:52:00,830,Bill Paid,Barista F
2024-05-28 16:53:00,788,Drink Prepared,Barista D
2024-05-28 16:54:00,867,Drink Served,Barista B
2024-05-28 16:54:00,771,Drink Prepared,Barista A
2024-05-28 16:54:00,791,Snack Served,Barista C
2024-05-28 16:54:00,862,Bill Delivered,Barista E
2024-05-28 16:54:00,832,Seated,Barista F
2024-05-28 16:54:00,788,Drink Served,Barista D
2024-05-28 16:55:00,862,Bill Paid,Barista E
2024-05-28 16:56:00,771,Drink Served,Barista A
2024-05-28 16:56:00,791,Bill Delivered,Barista C
2024-05-28 16:57:00,788,Snack Prepared,Barista D
2024-05-28 16:57:00,863,Seated,Barista E
2024-05-28 16:58:00,832,Order Taken,Barista F
2024-05-28 16:59:00,867,Snack Prepared,Barista B
2024-05-28 16:59:00,771,Snack Prepared,Barista A
2024-05-28 16:59:00,791,Bill Paid,Barista C
2024-05-28 16:59:00,788,Snack Served,Barista D
2024-05-28 17:00:00,771,Snack Served,Barista A
2024-05-28 17:01:00,863,Order Taken,Barista E
2024-05-28 17:01:00,832,Drink Prepared,Barista F
2024-05-28 17:01:00,788,Bill Delivered,Barista D
2024-05-28 17:01:00,771,Bill Delivered,Barista A
2024-05-28 17:02:00,867,Snack Served,Barista B
2024-05-28 17:02:00,794,Seated,Barista C
2024-05-28 17:02:00,832,Drink Served,Barista F
2024-05-28 17:02:00,788,Bill Paid,Barista D
2024-05-28 17:02:00,771,Bill Paid,Barista A
2024-05-28 17:03:00,775,Seated,Barista A
2024-05-28 17:04:00,863,Drink Prepared,Barista E
2024-05-28 17:04:00,867,Bill Delivered,Barista B
2024-05-28 17:04:00,832,Snack Prepared,Barista F
2024-05-28 17:05:00,793,Seated,Barista D
2024-05-28 17:05:00,832,Snack Served,Barista F
2024-05-28 17:06:00,794,Order Taken,Barista C
2024-05-28 17:06:00,863,Drink Served,Barista E
2024-05-28 17:06:00,867,Bill Paid,Barista B
2024-05-28 17:07:00,775,Order Taken,Barista A
2024-05-28 17:07:00,832,Bill Delivered,Barista F
2024-05-28 17:08:00,832,Bill Paid,Barista F
2024-05-28 17:09:00,863,Snack Prepared,Barista E
2024-05-28 17:09:00,878,Seated,Barista B
2024-05-28 17:10:00,793,Order Taken,Barista D
2024-05-28 17:10:00,775,Drink Prepared,Barista A
2024-05-28 17:10:00,836,Seated,Barista F
2024-05-28 17:11:00,863,Snack Served,Barista E
2024-05-28 17:11:00,775,Drink Served,Barista A
2024-05-28 17:12:00,794,Drink Prepared,Barista C
2024-05-28 17:13:00,878,Order Taken,Barista B
2024-05-28 17:13:00,793,Drink Prepared,Barista D
2024-05-28 17:13:00,836,Order Taken,Barista F
2024-05-28 17:13:00,863,Bill Delivered,Barista E
2024-05-28 17:13:00,775,Snack Prepared,Barista A
2024-05-28 17:15:00,794,Drink Served,Barista C
2024-05-28 17:15:00,863,Bill Paid,Barista E
2024-05-28 17:16:00,793,Drink Served,Barista D
2024-05-28 17:16:00,775,Snack Served,Barista A
2024-05-28 17:17:00,875,Seated,Barista E
2024-05-28 17:17:00,775,Bill Delivered,Barista A
2024-05-28 17:18:00,878,Drink Prepared,Barista B
2024-05-28 17:18:00,775,Bill Paid,Barista A
2024-05-28 17:19:00,794,Snack Prepared,Barista C
2024-05-28 17:19:00,793,Snack Prepared,Barista D
2024-05-28 17:20:00,836,Drink Prepared,Barista F
2024-05-28 17:20:00,875,Order Taken,Barista E
2024-05-28 17:20:00,781,Seated,Barista A
2024-05-28 17:21:00,878,Drink Served,Barista B
2024-05-28 17:21:00,793,Snack Served,Barista D
2024-05-28 17:22:00,794,Snack Served,Barista C
2024-05-28 17:23:00,836,Drink Served,Barista F
2024-05-28 17:23:00,781,Order Taken,Barista A
2024-05-28 17:23:00,793,Bill Delivered,Barista D
2024-05-28 17:23:00,794,Bill Delivered,Barista C
2024-05-28 17:24:00,794,Bill Paid,Barista C
2024-05-28 17:25:00,875,Drink Prepared,Barista E
2024-05-28 17:25:00,878,Snack Prepared,Barista B
2024-05-28 17:25:00,800,Seated,Barista C
2024-05-28 17:26:00,793,Bill Paid,Barista D
2024-05-28 17:27:00,836,Snack Prepared,Barista F
2024-05-28 17:28:00,875,Drink Served,Barista E
2024-05-28 17:28:00,878,Snack Served,Barista B
2024-05-28 17:28:00,795,Seated,Barista D
2024-05-28 17:28:00,836,Snack Served,Barista F
2024-05-28 17:29:00,781,Drink Prepared,Barista A
2024-05-28 17:29:00,800,Order Taken,Barista C
2024-05-28 17:29:00,836,Bill Delivered,Barista F
2024-05-28 17:30:00,878,Bill Delivered,Barista B
2024-05-28 17:30:00,781,Drink Served,Barista A
2024-05-28 17:31:00,795,Order Taken,Barista D
2024-05-28 17:31:00,836,Bill Paid,Barista F
2024-05-28 17:32:00,845,Seated,Barista F
2024-05-28 17:33:00,875,Snack Prepared,Barista E
2024-05-28 17:33:00,800,Drink Prepared,Barista C
2024-05-28 17:33:00,878,Bill Paid,Barista B
2024-05-28 17:34:00,795,Drink Prepared,Barista D
2024-05-28 17:34:00,875,Snack Served,Barista E
2024-05-28 17:34:00,882,Seated,Barista B
2024-05-28 17:35:00,781,Snack Prepared,Barista A
2024-05-28 17:35:00,800,Drink Served,Barista C
2024-05-28 17:36:00,875,Bill Delivered,Barista E
2024-05-28 17:37:00,845,Order Taken,Barista F
2024-05-28 17:37:00,795,Drink Served,Barista D
2024-05-28 17:37:00,781,Snack Served,Barista A
2024-05-28 17:38:00,800,Snack Prepared,Barista C
2024-05-28 17:39:00,882,Order Taken,Barista B
2024-05-28 17:39:00,875,Bill Paid,Barista E
2024-05-28 17:39:00,795,Snack Prepared,Barista D
2024-05-28 17:39:00,781,Bill Delivered,Barista A
2024-05-28 17:40:00,800,Snack Served,Barista C
2024-05-28 17:40:00,795,Snack Served,Barista D
2024-05-28 17:40:00,898,Seated,Barista E
2024-05-28 17:41:00,781,Bill Paid,Barista A
2024-05-28 17:42:00,845,Drink Prepared,Barista F
2024-05-28 17:42:00,882,Drink Prepared,Barista B
2024-05-28 17:42:00,800,Bill Delivered,Barista C
2024-05-28 17:42:00,795,Bill Delivered,Barista D
2024-05-28 17:43:00,898,Order Taken,Barista E
2024-05-28 17:43:00,785,Seated,Barista A
2024-05-28 17:44:00,882,Drink Served,Barista B
2024-05-28 17:44:00,795,Bill Paid,Barista D
2024-05-28 17:45:00,845,Drink Served,Barista F
2024-05-28 17:45:00,800,Bill Paid,Barista C
2024-05-28 17:46:00,799,Seated,Barista D
2024-05-28 17:47:00,802,Seated,Barista C
2024-05-28 17:48:00,785,Order Taken,Barista A
2024-05-28 17:48:00,845,Snack Prepared,Barista F
2024-05-28 17:49:00,898,Drink Prepared,Barista E
2024-05-28 17:49:00,882,Snack Prepared,Barista B
2024-05-28 17:49:00,845,Snack Served,Barista F
2024-05-28 17:50:00,898,Drink Served,Barista E
2024-05-28 17:51:00,799,Order Taken,Barista D
2024-05-28 17:51:00,802,Order Taken,Barista C
2024-05-28 17:51:00,845,Bill Delivered,Barista F
2024-05-28 17:52:00,785,Drink Prepared,Barista A
2024-05-28 17:52:00,882,Snack Served,Barista B
2024-05-28 17:53:00,845,Bill Paid,Barista F
2024-05-28 17:53:00,882,Bill Delivered,Barista B
2024-05-28 17:54:00,898,Snack Prepared,Barista E
2024-05-28 17:54:00,882,Bill Paid,Barista B
2024-05-28 17:54:00,849,Seated,Barista F
2024-05-28 17:55:00,785,Drink Served,Barista A
2024-05-28 17:55:00,889,Seated,Barista B
2024-05-28 17:56:00,898,Snack Served,Barista E
2024-05-28 17:57:00,802,Drink Prepared,Barista C
2024-05-28 17:57:00,849,Order Taken,Barista F
2024-05-28 17:57:00,785,Snack Prepared,Barista A
2024-05-28 17:57:00,889,Order Taken,Barista B
2024-05-28 17:58:00,799,Drink Prepared,Barista D
2024-05-28 17:58:00,898,Bill Delivered,Barista E
2024-05-28 17:59:00,802,Drink Served,Barista C
2024-05-28 18:00:00,785,Snack Served,Barista A
2024-05-28 18:00:00,898,Bill Paid,Barista E
2024-05-28 18:01:00,849,Drink Prepared,Barista F
2024-05-28 18:01:00,799,Drink Served,Barista D
2024-05-28 18:01:00,785,Bill Delivered,Barista A
2024-05-28 18:02:00,785,Bill Paid,Barista A
2024-05-28 18:03:00,900,Seated,Barista E
2024-05-28 18:03:00,799,Snack Prepared,Barista D
2024-05-28 18:03:00,796,Seated,Barista A
2024-05-28 18:04:00,889,Drink Prepared,Barista B
2024-05-28 18:04:00,802,Snack Prepared,Barista C
2024-05-28 18:04:00,849,Drink Served,Barista F
2024-05-28 18:05:00,799,Snack Served,Barista D
2024-05-28 18:06:00,796,Order Taken,Barista A
2024-05-28 18:07:00,900,Order Taken,Barista E
2024-05-28 18:07:00,889,Drink Served,Barista B
2024-05-28 18:07:00,802,Snack Served,Barista C
2024-05-28 18:07:00,799,Bill Delivered,Barista D
2024-05-28 18:08:00,849,Snack Prepared,Barista F
2024-05-28 18:08:00,802,Bill Delivered,Barista C
2024-05-28 18:08:00,799,Bill Paid,Barista D
2024-05-28 18:11:00,796,Drink Prepared,Barista A
2024-05-28 18:11:00,900,Drink Prepared,Barista E
2024-05-28 18:11:00,889,Snack Prepared,Barista B
2024-05-28 18:11:00,849,Snack Served,Barista F
2024-05-28 18:11:00,802,Bill Paid,Barista C
2024-05-28 18:11:00,809,Seated,Barista D
2024-05-28 18:12:00,900,Drink Served,Barista E
2024-05-28 18:12:00,889,Snack Served,Barista B
2024-05-28 18:12:00,849,Bill Delivered,Barista F
2024-05-28 18:13:00,796,Drink Served,Barista A
2024-05-28 18:13:00,809,Order Taken,Barista D
2024-05-28 18:13:00,813,Seated,Barista C
2024-05-28 18:13:00,889,Bill Delivered,Barista B
2024-05-28 18:14:00,889,Bill Paid,Barista B
2024-05-28 18:15:00,849,Bill Paid,Barista F
2024-05-28 18:15:00,813,Order Taken,Barista C
2024-05-28 18:16:00,900,Snack Prepared,Barista E
2024-05-28 18:16:00,855,Seated,Barista F
2024-05-28 18:17:00,893,Seated,Barista B
2024-05-28 18:18:00,796,Snack Prepared,Barista A
2024-05-28 18:18:00,900,Snack Served,Barista E
2024-05-28 18:19:00,809,Drink Prepared,Barista D
2024-05-28 18:19:00,855,Order Taken,Barista F
2024-05-28 18:19:00,893,Order Taken,Barista B
2024-05-28 18:19:00,796,Snack Served,Barista A
2024-05-28 18:20:00,900,Bill Delivered,Barista E
2024-05-28 18:21:00,809,Drink Served,Barista D
2024-05-28 18:21:00,796,Bill Delivered,Barista A
2024-05-28 18:21:00,900,Bill Paid,Barista E
2024-05-28 18:22:00,813,Drink Prepared,Barista C
